Section,h,b,tw,tf,r,hi,d,A,AL,Iy,Wel_y,Wpl_y,iy,Avz,Iz,Wel_z,Wpl_z,iz,Ss,It,Iw,Flexure_Class_S355,Flexure_Class_S460,Flexure_Class_S355,Flexure_Class_S460
W 310 x 310 x 158,327.0,310.0,15.5,25.1,20.0,277.1,237.10000000000002,201.0,1.829,38890.0,2379.0,2691.0,13.8,60.26,12470.0,804.9,1226.0,7.8,8.9,393.5,2839.0,1.0,1,1.0,1
W 310 x 310 x 143,323.0,309.0,14.0,22.9,20.0,277.1,237.10000000000002,182.0,1.82,35020.0,2168.0,2438.0,13.8,54.6,11270.0,729.5,1110.0,7.8,8.3,300.1,2535.0,1.0,1,1.0,1
W 310 x 310 x 129,318.0,308.0,13.1,20.6,20.0,277.1,237.10000000000002,165.0,1.807,31030.0,1951.0,2183.0,13.6,50.63,10040.0,652.0,992.7,7.7,7.7,224.4,2218.0,1.0,1,1.0,1
W 310 x 310 x 117,314.0,307.0,11.9,18.7,20.0,277.1,237.10000000000002,150.0,1.798,27770.0,1769.0,1968.0,13.5,46.05,9025.0,588.0,894.5,7.7,7.2,169.9,1965.0,1.0,2,1.0,2
W 310 x 310 x 107,311.0,306.0,10.9,17.0,20.0,277.1,237.10000000000002,136.0,1.79,25050.0,1611.0,1784.0,13.4,42.27,8125.0,531.0,807.5,7.6,6.8,129.8,1754.0,2.0,3,2.0,3
W 310 x 310 x 97,308.0,305.0,9.9,15.4,20.0,277.1,237.10000000000002,123.0,1.782,22500.0,1461.0,1610.0,13.4,38.56,7288.0,477.9,726.3,7.6,6.4,98.33,1558.0,3.0,3,3.0,3
W 310 x 250 x 86,310.0,254.0,9.1,16.3,15.0,277.1,247.1,110.0,1.592,19840.0,1280.0,1417.0,13.4,33.54,4454.0,350.7,533.0,6.3,5.9,87.42,960.0,1.0,2,2.0,2
W 310 x 250 x 79,306.0,254.0,8.8,14.6,15.0,277.1,247.1,101.0,1.585,17660.0,1154.0,1275.0,13.2,31.95,3990.0,314.2,477.8,6.3,5.5,65.53,846.4,2.0,3,2.0,3
W 310 x 200 x 74,310.0,205.0,9.4,16.3,15.0,277.1,247.1,94.8,1.395,16450.0,1061.0,1188.0,13.1,34.42,2343.0,228.6,350.1,4.9,5.9,74.27,504.7,1.0,1,1.0,2
W 310 x 200 x 67,306.0,204.0,8.5,14.6,15.0,277.1,247.1,85.2,1.385,14510.0,948.4,1056.0,13.0,31.08,2068.0,202.7,310.2,4.9,5.5,54.3,438.5,1.0,1,2.0,3
W 310 x 200 x 60,303.0,203.0,7.5,13.1,15.0,277.1,247.1,76.1,1.377,12860.0,848.8,940.6,13.0,27.6,1828.0,180.1,275.1,4.9,5.1,39.56,383.7,1.0,1,3.0,4
W 310 x 165 x 52,317.0,167.0,7.6,13.2,8.0,291.1,275.1,66.5,1.273,11840.0,747.4,838.0,13.3,25.75,1025.0,122.8,188.5,3.9,4.3,30.93,236.4,1.0,1,4.0,4
W 310 x 165 x 44.5,313.0,166.0,6.6,11.2,8.0,291.1,275.1,56.7,1.263,9933.0,634.7,708.3,13.2,22.26,854.7,102.9,157.7,3.8,3.8,19.24,194.4,1.0,1,4.0,4
W 310 x 165 x 38.7,310.0,165.0,5.8,9.7,8.0,291.1,275.1,49.4,1.255,8518.0,549.5,610.9,13.1,19.51,726.8,88.1,134.7,3.8,3.4,12.67,163.7,2.0,3,4.0,4
W 310 x 100 x 32.7,313.0,102.0,6.6,10.8,8.0,291.1,275.1,41.8,1.007,6507.0,415.7,480.9,12.4,22.22,191.8,37.62,59.63,2.1,3.7,12.27,43.61,1.0,1,4.0,4
W 310 x 100 x 28.3,309.0,102.0,6.0,8.9,8.0,291.1,275.1,35.9,1.0,5437.0,351.9,407.5,12.2,19.97,158.0,30.99,49.18,2.0,3.3,7.652,35.44,1.0,1,4.0,4
W 310 x 100 x 23.8,305.0,101.0,5.6,6.7,8.0,291.1,275.1,30.4,0.989,4282.0,280.8,328.8,11.8,18.32,115.6,22.89,36.71,1.9,2.8,4.303,25.59,1.0,-,4.0,-
W 310 x 100 x 21.0,303.0,101.0,5.1,5.7,8.0,291.1,275.1,26.8,0.986,3712.0,245.0,287.4,11.7,16.62,98.31,19.46,31.2,1.9,2.5,2.983,21.62,1.0,-,4.0,-
W 250 x 250 x 167,289.0,265.0,19.2,31.8,13.0,225.0,199.0,212.0,1.577,30020.0,2077.0,2427.0,11.8,59.1,9878.0,745.5,1139.0,6.8,9.8,632.1,1631.0,1.0,1,1.0,1
W 250 x 250 x 149,282.0,263.0,17.3,28.4,13.0,225.0,199.0,190.0,1.559,25930.0,1839.0,2129.0,11.6,52.7,8622.0,655.6,1000.0,6.7,8.9,451.9,1384.0,1.0,1,1.0,1
W 250 x 250 x 131,275.0,261.0,15.4,25.1,13.0,225.0,199.0,167.0,1.541,22150.0,1611.0,1847.0,11.5,46.46,7446.0,570.6,869.7,6.6,8.0,313.1,1161.0,1.0,1,1.0,1
W 250 x 250 x 115,269.0,259.0,13.5,22.1,13.0,225.0,199.0,146.0,1.525,18940.0,1408.0,1599.0,11.3,40.52,6405.0,494.6,752.8,6.6,7.2,213.8,975.2,1.0,1,1.0,1
W 250 x 250 x 101,264.0,257.0,11.9,19.6,13.0,225.0,199.0,129.0,1.51,16370.0,1240.0,1397.0,11.2,35.63,5549.0,431.8,656.5,6.5,6.6,149.1,828.0,1.0,1,1.0,1
W 250 x 250 x 89,260.0,256.0,10.7,17.3,13.0,225.0,199.0,114.0,1.5,14260.0,1097.0,1226.0,11.1,31.91,4840.0,378.1,574.5,6.5,6.0,103.9,712.3,1.0,1,1.0,1
W 250 x 250 x 80,256.0,255.0,9.4,15.6,13.0,225.0,199.0,102.0,1.491,12570.0,982.4,1090.0,11.0,28.1,4313.0,338.3,513.2,6.4,5.5,75.94,622.8,1.0,2,1.0,2
W 250 x 250 x 73,253.0,254.0,8.6,14.2,13.0,225.0,199.0,92.9,1.482,11280.0,891.8,985.6,11.0,25.67,3880.0,305.5,463.2,6.4,5.2,57.72,552.9,2.0,3,2.0,3
W 250 x 200 x 67,257.0,204.0,8.9,15.7,13.0,225.0,199.0,85.8,1.29,10360.0,806.5,902.0,11.0,27.0,2223.0,218.0,332.2,5.0,5.5,62.72,323.3,1.0,1,1.0,1
W 250 x 200 x 58,252.0,203.0,8.0,13.5,13.0,225.0,199.0,74.2,1.278,8736.0,693.3,770.7,10.8,24.04,1883.0,185.6,282.7,5.0,5.0,41.15,267.6,1.0,1,1.0,2
W 250 x 200 x 49.1,247.0,202.0,7.4,11.0,13.0,225.0,199.0,62.6,1.265,7069.0,572.3,633.9,10.6,21.77,1512.0,149.7,228.4,4.9,4.4,24.24,210.4,2.0,3,2.0,3
W 250 x 145 x 44.8,266.0,148.0,7.6,13.0,8.0,240.0,224.0,57.0,1.095,7115.0,534.9,602.7,11.1,21.85,703.4,95.06,146.1,3.5,4.2,26.28,112.3,1.0,1,2.0,3
W 250 x 145 x 38.5,262.0,147.0,6.6,11.2,8.0,240.0,224.0,49.1,1.085,6014.0,459.1,514.1,11.0,18.89,593.6,80.77,123.8,3.4,3.8,16.97,93.24,1.0,1,3.0,4
W 250 x 145 x 32.7,258.0,146.0,6.1,9.1,8.0,240.0,224.0,41.9,1.074,4894.0,379.4,424.8,10.8,17.18,472.6,64.73,99.48,3.3,3.3,9.935,73.1,1.0,2,4.0,4
W 250 x 100 x 28.4,260.0,102.0,6.4,10.0,8.0,240.0,224.0,36.3,0.901,4003.0,307.9,353.6,10.5,18.14,177.5,34.81,54.75,2.2,3.5,9.766,27.63,1.0,1,4.0,4
W 250 x 100 x 25.3,257.0,102.0,6.1,8.4,8.0,240.0,224.0,32.2,0.896,3429.0,266.9,307.4,10.2,17.05,149.1,29.24,46.19,2.1,3.2,6.6,22.95,1.0,1,4.0,4
W 250 x 100 x 22.3,254.0,102.0,5.8,6.9,8.0,240.0,224.0,28.5,0.891,2895.0,228.0,264.0,10.0,15.98,122.5,24.03,38.17,2.0,2.8,4.404,18.62,1.0,1,4.0,4
W 250 x 100 x 17.9,251.0,101.0,4.8,5.3,8.0,240.0,224.0,22.8,0.883,2248.0,179.1,207.3,9.9,13.19,91.34,18.08,28.64,2.0,2.4,2.283,13.73,2.0,-,4.0,-
W 200 x 200 x 100,229.0,210.0,14.5,23.7,10.0,181.1,161.1,127.0,1.252,11320.0,989.1,1148.0,9.4,35.36,3663.0,348.9,532.9,5.3,7.3,208.9,385.4,1.0,1,1.0,1
W 200 x 200 x 86,222.0,209.0,13.0,20.6,10.0,181.1,161.1,110.0,1.237,9469.0,853.0,980.9,9.2,31.16,3138.0,300.3,458.3,5.3,6.5,139.4,317.8,1.0,1,1.0,1
W 200 x 200 x 71,216.0,206.0,10.2,17.4,10.0,181.1,161.1,91.0,1.218,7659.0,709.2,803.1,9.1,24.59,2537.0,246.3,374.5,5.2,5.6,81.67,249.9,1.0,1,1.0,1
W 200 x 200 x 59,210.0,205.0,9.1,14.2,10.0,181.1,161.1,75.0,1.205,6111.0,582.0,652.6,8.9,21.51,2040.0,199.0,302.7,5.1,4.9,46.33,195.4,1.0,1,1.0,1
W 200 x 200 x 52,206.0,204.0,7.9,12.6,10.0,181.1,161.1,66.5,1.195,5269.0,511.6,569.2,8.8,18.65,1783.0,174.8,265.5,5.1,4.4,32.26,166.7,1.0,2,1.0,2
W 200 x 200 x 46.1,203.0,203.0,7.2,11.0,10.0,181.1,161.1,58.9,1.186,4543.0,447.5,495.2,8.8,16.88,1534.0,151.1,229.4,5.1,4.0,22.01,141.3,2.0,3,2.0,3
W 200 x 165 x 41.7,205.0,166.0,7.2,11.8,10.0,181.1,161.1,53.2,1.042,4085.0,398.5,445.2,8.7,17.12,900.4,108.4,165.4,4.1,4.2,22.23,83.94,1.0,1,1.0,1
W 200 x 165 x 35.9,201.0,165.0,6.2,10.2,10.0,181.1,161.1,45.7,1.032,3437.0,342.0,379.2,8.6,14.72,764.2,92.64,141.0,4.0,3.8,14.51,69.5,1.0,2,1.0,2
W 200 x 135 x 31.3,210.0,134.0,6.4,10.2,8.0,190.0,174.0,39.7,0.929,3141.0,299.1,335.7,8.8,14.96,409.6,61.13,93.79,3.1,3.6,12.0,40.82,1.0,1,2.0,3
W 200 x 135 x 26.6,207.0,133.0,5.8,8.4,8.0,190.0,174.0,33.9,0.921,2584.0,249.7,279.4,8.7,13.41,329.8,49.59,76.15,3.1,3.1,7.199,32.47,1.0,2,2.0,3
W 200 x 100 x 22.5,206.0,102.0,6.2,8.0,8.0,190.0,174.0,28.6,0.794,2002.0,194.4,222.6,8.3,14.1,142.0,27.84,43.71,2.2,3.1,5.733,13.86,1.0,1,2.0,3
W 200 x 100 x 19.3,203.0,102.0,5.8,6.5,8.0,190.0,174.0,24.8,0.789,1659.0,163.5,187.7,8.1,12.98,115.4,22.62,35.66,2.1,2.8,3.678,11.09,1.0,1,2.0,3
W 200 x 100 x 15.0,200.0,100.0,4.3,5.2,8.0,190.0,174.0,19.1,0.778,1278.0,127.8,145.0,8.1,9.757,86.88,17.37,27.09,2.1,2.4,1.796,8.221,2.0,3,4.0,4
W 150 x 150 x 37.1,162.0,154.0,8.1,11.6,6.0,138.9,126.9,47.4,0.913,2219.0,273.9,309.7,6.8,13.88,706.8,91.79,139.9,3.8,3.8,19.19,39.93,1.0,1,1.0,1
W 150 x 150 x 29.8,157.0,153.0,6.6,9.3,6.0,138.9,126.9,37.9,0.902,1714.0,218.3,243.8,6.7,11.17,555.5,72.62,110.5,3.8,3.2,10.01,30.27,1.0,3,1.0,3
W 150 x 150 x 22.5,152.0,152.0,5.8,6.6,6.0,138.9,126.9,28.6,0.89,1204.0,158.5,175.9,6.5,9.534,386.5,50.86,77.54,3.6,2.6,4.152,20.41,3.0,4,3.0,4
W 150 x 100 x 24.0,160.0,102.0,6.6,10.3,6.0,138.9,126.9,30.6,0.704,1342.0,167.8,191.4,6.6,11.42,182.5,35.79,55.24,2.4,3.4,9.232,10.2,1.0,1,1.0,1
W 150 x 100 x 18.0,153.0,102.0,5.8,7.1,6.0,138.9,126.9,22.9,0.692,914.9,119.6,135.6,6.3,9.623,125.8,24.67,38.23,2.3,2.7,3.692,6.682,1.0,1,1.0,1
W 150 x 100 x 13.5,150.0,100.0,4.3,5.5,6.0,138.9,126.9,17.3,0.681,685.0,91.34,102.3,6.2,7.182,91.8,18.36,28.25,2.3,2.2,1.678,4.785,2.0,3,2.0,3
W 130 x 130 x 28.1,131.0,128.0,6.9,10.9,8.0,109.0,93.0,35.9,0.746,1099.0,167.8,191.0,5.5,10.58,381.4,59.6,90.88,3.2,3.8,13.23,13.73,1.0,1,1.0,1
W 130 x 130 x 23.8,127.0,127.0,6.1,9.1,8.0,109.0,93.0,30.3,0.736,885.5,139.4,157.1,5.4,9.197,311.0,48.97,74.66,3.2,3.3,7.99,10.79,1.0,-,1.0,-
W 100 x 100 x 19.3,106.0,103.0,7.1,8.8,6.0,88.1,76.1,24.7,0.599,475.8,89.79,103.2,4.3,8.266,160.6,31.18,47.94,2.5,3.1,6.288,3.785,1.0,1,1.0,1
HP (metric),,,,,,,,,,,,,,,,,,,,,,,,,
HP 410 x 272,419.0,413.0,28.6,28.6,20.0,361.8,321.8,347.0,2.398,102530.0,4894.0,5607.0,17.2,126.5,33660.0,1630.0,2519.0,9.9,10.9,1020.0,12790.0,1.0,1,1.0,1
HP 410 x 242,413.0,410.0,25.4,25.4,20.0,361.8,321.8,308.0,2.381,89460.0,4332.0,4930.0,17.1,112.0,29230.0,1426.0,2199.0,9.8,9.9,716.0,10950.0,1.0,2,1.0,2
HP 410 x 211,406.0,406.0,22.2,22.2,20.0,361.8,321.8,269.0,2.357,76270.0,3757.0,4245.0,16.9,97.51,24800.0,1221.0,1879.0,9.6,9.0,478.7,9118.0,2.0,3,2.0,3
HP 410 x 181,400.0,403.0,19.1,19.1,20.0,361.8,321.8,230.0,2.339,64490.0,3224.0,3617.0,16.8,83.82,20860.0,1035.0,1588.0,9.5,8.0,307.0,7557.0,3.0,3,3.0,3
HP 410 x 151,394.0,400.0,15.9,15.9,20.0,361.8,321.8,192.0,2.322,52850.0,2683.0,2986.0,16.7,69.91,16970.0,848.8,1299.0,9.4,7.1,179.7,6061.0,3.0,4,3.0,4
HP 410 x 131,389.0,398.0,13.7,13.7,20.0,361.8,321.8,167.0,2.308,44880.0,2307.0,2554.0,16.6,60.32,14400.0,724.0,1105.0,9.4,6.4,116.9,5068.0,4.0,4,4.0,4
HP 360 x 174,361.0,378.0,20.4,20.4,20.0,320.6,280.6,222.0,2.159,51190.0,2836.0,3202.0,15.1,81.07,18390.0,973.2,1495.0,9.0,8.4,346.1,5325.0,2.0,3,2.0,3
HP 360 x 152,356.0,376.0,17.9,17.9,20.0,320.6,280.6,194.0,2.146,44230.0,2485.0,2787.0,15.0,71.11,15880.0,844.7,1295.0,9.0,7.7,235.9,4532.0,3.0,3,3.0,3
HP 360 x 132,351.0,373.0,15.6,15.6,20.0,320.0,280.0,168.0,2.128,37830.0,2155.0,2403.0,14.9,61.99,13500.0,724.3,1108.0,8.9,7.0,157.9,3794.0,3.0,4,3.0,4
HP 360 x 108,346.0,370.0,12.8,12.8,20.0,320.0,280.0,138.0,2.112,30640.0,1771.0,1960.0,14.8,51.2,10810.0,584.6,893.0,8.8,6.1,89.67,2999.0,4.0,4,4.0,4
HP 310 x 132,314.0,313.0,18.3,18.3,20.0,277.1,237.10000000000002,167.3,1.809,28940.0,1843.0,2091.0,13.0,64.86,9373.0,598.9,924.3,7.4,7.8,217.0,2044.0,1.0,2,1.0,2
HP 310 x 125,312.0,312.0,17.4,17.4,20.0,277.1,237.10000000000002,159.0,1.803,27290.0,1749.0,1979.0,13.0,61.65,8826.0,565.7,872.3,7.4,7.5,187.3,1911.0,1.0,3,1.0,3
HP 310 x 110,308.0,310.0,15.4,15.5,20.0,277.1,237.10000000000002,141.0,1.791,23910.0,1553.0,1746.0,12.9,54.67,7710.0,497.4,765.3,7.3,6.9,133.3,1646.0,3.0,3,3.0,3
HP 310 x 93,303.0,308.0,13.1,13.1,20.0,277.1,237.10000000000002,119.0,1.777,19890.0,1313.0,1466.0,12.8,46.65,6389.0,414.8,637.0,7.2,6.2,83.15,1340.0,3.0,3,3.0,3
HP 310 x 79,299.0,306.0,11.0,11.0,20.0,277.1,237.10000000000002,100.0,1.766,16530.0,1105.0,1226.0,12.7,39.51,5259.0,343.7,526.7,7.2,5.6,51.23,1089.0,4.0,4,4.0,4
HP 250 x 85,254.0,260.0,14.4,14.4,13.0,225.0,199.0,108.0,1.497,12300.0,968.8,1095.0,10.6,39.69,4225.0,325.0,499.8,6.2,5.8,83.18,605.4,2.0,3,2.0,3
HP 250 x 62,246.0,256.0,10.5,10.7,13.0,225.0,199.0,80.0,1.473,8753.0,711.6,792.8,10.4,28.93,2995.0,233.9,357.9,6.1,4.7,34.09,414.1,3.0,4,3.0,4
HP 200 x 53,204.0,207.0,11.3,11.3,10.0,181.1,161.1,68.4,1.196,4977.0,487.9,551.2,8.5,24.89,1673.0,161.6,248.5,4.9,4.5,31.94,155.0,2.0,3,2.0,3
HP 200 x 43,200.0,205.0,9.0,9.0,10.0,182.0,162.0,54.14,1.185,3887.0,388.7,434.5,8.4,19.84,1293.0,126.2,193.3,4.8,3.8,16.34,117.8,3.0,3,3.0,3
